BUSINESS_UNIT,JOURNAL_ID,JOURNAL_DATE,FISCAL_YEAR,ACCOUNTING_PERIOD,PROJECT_ID,ACTIVITY_ID,AWARD_ID,FUND_CODE,DEPTID,PROGRAM_CODE,ACCOUNT,ACCOUNT_DESCR,TRANSACTION_SOURCE,SOURCE_DOCUMENT_ID,VENDOR_EMPLOYEE_ID,VENDOR_EMPLOYEE_NAME,TRANSACTION_DESCR,AMOUNT
UNIV1,JR250800403,8/24/25,2026,2,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,521000,Fringe Benefits,PAY,PAY2508004599,E100058,Taylor Owens,Benefit pool assessment,1014.25
UNIV1,JR250800413,8/24/25,2026,2,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D13040,RDSCI,514000,Temporary Wages,PAY,PAY2508004712,E100076,Alex Ibrahim,Temporary field staff wages,1138.7
UNIV1,JR250800426,8/24/25,2026,2,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,531100,Laboratory Supplies,AP,VCH2508001874,V200015,Coastal State University Research,Glassware and sample preparation supplies,25.39
UNIV1,JR250800441,8/24/25,2026,2,PRJ-250417-03,INDIRECT,AWD-FED-25-00417,52010,D12010,RDSCI,590100,Facilities and Administrative Costs,IDC,IDC2508000334,V200001,Apex Scientific Supply LLC,Indirect cost assessment,17216.4
UNIV1,JR250800444,8/24/25,2026,2,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D12010,RDSCI,521000,Fringe Benefits,PAY,PAY2508005074,E100178,Rowan Nguyen,Payroll fringe charge,593.19
UNIV1,JR250800480,8/24/25,2026,2,PRJ-250417-05,ADMIN,AWD-FED-25-00417,52010,D12010,RDSCI,511000,Faculty Salaries,PAY,PAY2508005476,E100177,Taylor Martinez,Faculty effort charge,3541.63
UNIV1,JR250800498,8/24/25,2026,2,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,511000,Faculty Salaries,PAY,PAY2508005694,E100079,Quinn Patel,Faculty effort charge,7049.82
UNIV1,JR250800527,8/24/25,2026,2,PRJ-250417-02,INDIRECT,AWD-FED-25-00417,52010,D14030,RDSCI,590100,Facilities and Administrative Costs,IDC,IDC2508000394,V200017,Campus Central Stores,Facilities and administrative cost allocation,16038.21
UNIV1,JR250800527,8/24/25,2026,2,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,521000,Fringe Benefits,PAY,PAY2508006015,E100130,Taylor Reed,Employer fringe benefit allocation,3036.76
UNIV1,JR250800529,8/24/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,512000,Research Staff Salaries,PAY,PAY2508006042,E100090,Casey Lewis,Postdoctoral researcher payroll,3885.66
UNIV1,JR250800549,8/24/25,2026,2,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2508006250,E100043,Hayden Harris,Doctoral research appointment,1549.18
UNIV1,JR250800553,8/24/25,2026,2,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D12010,RDSCI,511000,Faculty Salaries,PAY,PAY2508006295,E100100,Taylor Kim,Faculty salary allocation,3689.27
UNIV1,JR250800011,8/25/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,531100,Laboratory Supplies,AP,VCH2508000052,V200009,Precision Field Equipment LLC,Glassware and sample preparation supplies,392.25
UNIV1,JR250800019,8/25/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,511000,Faculty Salaries,PAY,PAY2508000210,E100153,Riley Ibrahim,Faculty salary allocation,6391.41
UNIV1,JR250800033,8/25/25,2026,2,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D12020,RDSCI,511000,Faculty Salaries,PAY,PAY2508000372,E100047,Alex Nguyen,Faculty effort charge,6906.85
UNIV1,JR250800047,8/25/25,2026,2,PRJ-250417-05,ADMIN,AWD-FED-25-00417,52010,D14030,RDSCI,512000,Research Staff Salaries,PAY,PAY2508000540,E100156,Riley Owens,Research scientist payroll,4372.32
UNIV1,JR250800067,8/25/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12020,RDSCI,531100,Laboratory Supplies,AP,VCH2508000302,V200002,Northstar Laboratory Products Inc,Field sampling consumables,2788.49
UNIV1,JR250800096,8/25/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,512000,Research Staff Salaries,PAY,PAY2508001083,E100082,Casey Patel,Research scientist payroll,1918.03
UNIV1,JR250800104,8/25/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,521000,Fringe Benefits,PAY,PAY2508001184,E100179,Skyler Patel,Payroll fringe charge,1609.29
UNIV1,JR250800116,8/25/25,2026,2,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2508001308,E100167,Morgan Owens,Graduate research assistant stipend,1525.12
UNIV1,JR250800118,8/25/25,2026,2,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D12020,RDSCI,571100,Publication and Dissemination,AP,VCH2508000521,V200006,Scholarly Publishing Group,Open access publication fee,822.01
UNIV1,JR250800165,8/25/25,2026,2,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D90015,RDSCI,521000,Fringe Benefits,PAY,PAY2508001855,E100071,Cameron Kim,Employer fringe benefit allocation,2204.45
UNIV1,JR250800174,8/25/25,2026,2,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,512000,Research Staff Salaries,PAY,PAY2508001965,E100133,Blake Owens,Postdoctoral researcher payroll,2284.64
UNIV1,JR250800177,8/25/25,2026,2,PRJ-250417-01,INDIRECT,AWD-FED-25-00417,52010,D12020,RDSCI,590100,Facilities and Administrative Costs,IDC,IDC2508000132,V200004,Bayou Chemical and Glass Co,Facilities and administrative cost allocation,1581.5
UNIV1,JR250800183,8/25/25,2026,2,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D14030,RDSCI,511000,Faculty Salaries,PAY,PAY2508002061,E100077,Blake Ellis,Faculty salary allocation,5695.38
UNIV1,JR250800196,8/25/25,2026,2,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,531100,Laboratory Supplies,AP,VCH2508000883,V200009,Precision Field Equipment LLC,Reagents and consumable laboratory supplies,240.25
UNIV1,JR250800204,8/25/25,2026,2,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,531100,Laboratory Supplies,AP,VCH2508000921,V200018,Research Participant Services,Field sampling consumables,896.23
UNIV1,JR250800221,8/25/25,2026,2,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D13040,RDSCI,561100,Core Facility Charges,INT,JRN2508000123,V200011,Genome Analytics Partners,Microscopy core facility usage,94.24
UNIV1,JR250800245,8/25/25,2026,2,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,541100,Domestic Travel,TRV,EXP2508000193,V200004,Bayou Chemical and Glass Co,Domestic conference travel,121.62
UNIV1,JR250800247,8/25/25,2026,2,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D12020,RDSCI,521000,Fringe Benefits,PAY,PAY2508002797,E100003,Riley Singh,Payroll fringe charge,1940.77
UNIV1,JR250800255,8/25/25,2026,2,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D12010,RDSCI,514000,Temporary Wages,PAY,PAY2508002907,E100119,Riley Foster,Student hourly wages,390.2
UNIV1,JR250800257,8/25/25,2026,2,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,531100,Laboratory Supplies,AP,VCH2508001149,V200014,Midwest University Subaward Office,Reagents and consumable laboratory supplies,160.39
UNIV1,JR250800264,8/25/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,541100,Domestic Travel,TRV,EXP2508000197,V200012,Academic Conference Network,Project collaboration travel,921.13
UNIV1,JR250800272,8/25/25,2026,2,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D90015,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2508003095,E100139,Parker Walker,Graduate research assistant stipend,3242.63
UNIV1,JR250800295,8/25/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12020,RDSCI,581100,Participant Support Costs,AP,VCH2508001334,V200014,Midwest University Subaward Office,Participant stipend,284.69
UNIV1,JR250800298,8/25/25,2026,2,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D12020,RDSCI,511000,Faculty Salaries,PAY,PAY2508003398,E100100,Taylor Kim,Summer research salary,7551.15
UNIV1,JR250800299,8/25/25,2026,2,PRJ-250417-03,INDIRECT,AWD-FED-25-00417,52010,D90015,RDSCI,590100,Facilities and Administrative Costs,IDC,IDC2508000221,V200014,Midwest University Subaward Office,Indirect cost assessment,297.52
UNIV1,JR250800311,8/25/25,2026,2,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,512000,Research Staff Salaries,PAY,PAY2508003545,E100070,Skyler Walker,Postdoctoral researcher payroll,1800.8
UNIV1,JR250800323,8/25/25,2026,2,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2508003672,E100128,Logan Kim,Graduate research assistant stipend,1228.01
UNIV1,JR250800333,8/25/25,2026,2,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,531100,Laboratory Supplies,AP,VCH2508001496,V200011,Genome Analytics Partners,Glassware and sample preparation supplies,1782.53
UNIV1,JR250800358,8/25/25,2026,2,PRJ-250417-01,INDIRECT,AWD-FED-25-00417,52010,D12020,RDSCI,590100,Facilities and Administrative Costs,IDC,IDC2508000273,V200005,Quantum Compute Services Inc,Indirect cost assessment,17501.28
UNIV1,JR250800377,8/25/25,2026,2,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,512000,Research Staff Salaries,PAY,PAY2508004298,E100088,Drew Johnson,Laboratory technician payroll,6760.22
UNIV1,JR250800392,8/25/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,521000,Fringe Benefits,PAY,PAY2508004460,E100144,Reese Ellis,Payroll fringe charge,3018.47
UNIV1,JR250800423,8/25/25,2026,2,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,512000,Research Staff Salaries,PAY,PAY2508004832,E100017,Alex Martinez,Laboratory technician payroll,2014.45
UNIV1,JR250800425,8/25/25,2026,2,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,511000,Faculty Salaries,PAY,PAY2508004850,E100150,Sage Bennett,Faculty salary allocation,8547.93
UNIV1,JR250800477,8/25/25,2026,2,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2508005446,E100087,Drew Ibrahim,Doctoral research appointment,1142.49
UNIV1,JR250800488,8/25/25,2026,2,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D12020,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2508005566,E100065,Quinn Owens,Doctoral research appointment,1319.87
UNIV1,JR250800506,8/25/25,2026,2,PRJ-250417-02,INDIRECT,AWD-FED-25-00417,52010,D12010,RDSCI,590100,Facilities and Administrative Costs,IDC,IDC2508000378,V200012,Academic Conference Network,F&A cost distribution,238.35
UNIV1,JR250800511,8/25/25,2026,2,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D12020,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2508005841,E100162,Emerson Nguyen,Graduate research assistant stipend,3108.6
UNIV1,JR250800524,8/25/25,2026,2,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,521000,Fringe Benefits,PAY,PAY2508005986,E100158,Avery Kim,Payroll fringe charge,179.57
UNIV1,JR250800554,8/25/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,512000,Research Staff Salaries,PAY,PAY2508006300,E100079,Quinn Patel,Laboratory technician payroll,4272.08
UNIV1,JR250800014,8/26/25,2026,2,PRJ-250417-05,ADMIN,AWD-FED-25-00417,52010,D12020,RDSCI,521000,Fringe Benefits,PAY,PAY2508000144,E100129,Riley Kim,Credit: employer fringe benefit allocation,-1231.5
UNIV1,JR250800018,8/26/25,2026,2,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,511000,Faculty Salaries,PAY,PAY2508000187,E100082,Casey Patel,Faculty salary allocation,9650.27
UNIV1,JR250800049,8/26/25,2026,2,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D12020,RDSCI,512000,Research Staff Salaries,PAY,PAY2508000561,E100090,Casey Lewis,Postdoctoral researcher payroll,5413.62
UNIV1,JR250800053,8/26/25,2026,2,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D90015,RDSCI,531100,Laboratory Supplies,AP,VCH2508000232,V200017,Campus Central Stores,Reagents and consumable laboratory supplies,119.63
UNIV1,JR250800072,8/26/25,2026,2,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,561100,Core Facility Charges,INT,JRN2508000033,V200006,Scholarly Publishing Group,Microscopy core facility usage,1254.25
UNIV1,JR250800109,8/26/25,2026,2,PRJ-250417-05,ADMIN,AWD-FED-25-00417,52010,D12020,RDSCI,512000,Research Staff Salaries,PAY,PAY2508001233,E100001,Casey Turner,Postdoctoral researcher payroll,2702.24
UNIV1,JR250800139,8/26/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,512000,Research Staff Salaries,PAY,PAY2508001569,E100026,Skyler Kim,Postdoctoral researcher payroll,2313.98
UNIV1,JR250800158,8/26/25,2026,2,PRJ-250417-05,ADMIN,AWD-FED-25-00417,52010,D12010,RDSCI,561100,Core Facility Charges,INT,JRN2508000088,V200014,Midwest University Subaward Office,Genomics core service charge,111.09
UNIV1,JR250800169,8/26/25,2026,2,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,511000,Faculty Salaries,PAY,PAY2508001903,E100159,Finley Walker,Faculty salary allocation,4364.77
UNIV1,JR250800175,8/26/25,2026,2,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D12020,RDSCI,511000,Faculty Salaries,PAY,PAY2508001972,E100160,Finley Martinez,Faculty salary allocation,7923.78
UNIV1,JR250800211,8/26/25,2026,2,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,521000,Fringe Benefits,PAY,PAY2508002381,E100172,Alex Diaz,Payroll fringe charge,1253.31
UNIV1,JR250800221,8/26/25,2026,2,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,533100,Software and Cloud Services,AP,VCH2508000983,V200018,Research Participant Services,Data analysis platform subscription,81.75
UNIV1,JR250800237,8/26/25,2026,2,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,521000,Fringe Benefits,PAY,PAY2508002683,E100046,Rowan Bennett,Benefit pool assessment,1191.86
UNIV1,JR250800241,8/26/25,2026,2,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D13040,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2508002727,E100095,Sage Singh,Graduate research assistant stipend,2855.81
UNIV1,JR250800251,8/26/25,2026,2,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D12020,RDSCI,511000,Faculty Salaries,PAY,PAY2508002853,E100169,Riley Owens,Faculty salary allocation,4357.91
UNIV1,JR250800252,8/26/25,2026,2,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2508002858,E100116,Rowan Harris,Graduate research assistant stipend,2407.69
UNIV1,JR250800260,8/26/25,2026,2,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D14030,RDSCI,511000,Faculty Salaries,PAY,PAY2508002968,E100137,Hayden Owens,Faculty salary allocation,4501.28
UNIV1,JR250800260,8/26/25,2026,2,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D12020,RDSCI,521000,Fringe Benefits,PAY,PAY2508002970,E100001,Casey Turner,Employer fringe benefit allocation,734.54
UNIV1,JR250800264,8/26/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12020,RDSCI,521000,Fringe Benefits,PAY,PAY2508003012,E100009,Logan Diaz,Payroll fringe charge,3045.74
UNIV1,JR250800272,8/26/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,512000,Research Staff Salaries,PAY,PAY2508003094,E100045,Reese Lewis,Postdoctoral researcher payroll,4979.66
UNIV1,JR250800288,8/26/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,531200,Computing and Office Supplies,AP,VCH2508001298,V200010,Data Harbor Cloud Systems,Data storage media and peripherals,488.87
UNIV1,JR250800378,8/26/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,511000,Faculty Salaries,PAY,PAY2508004312,E100094,Quinn Johnson,Faculty salary allocation,7646.78
UNIV1,JR250800392,8/26/25,2026,2,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D12020,RDSCI,511000,Faculty Salaries,PAY,PAY2508004459,E100125,Riley Johnson,Summer research salary,7430.27
UNIV1,JR250800400,8/26/25,2026,2,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,512000,Research Staff Salaries,PAY,PAY2508004561,E100057,Hayden Nguyen,Research scientist payroll,6654.74
UNIV1,JR250800401,8/26/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,514000,Temporary Wages,PAY,PAY2508004575,E100136,Skyler Harris,Refund: hourly research assistant wages,-171.76
UNIV1,JR250800409,8/26/25,2026,2,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D13040,RDSCI,533100,Software and Cloud Services,AP,VCH2508001806,V200009,Precision Field Equipment LLC,Data analysis platform subscription,430.36
UNIV1,JR250800414,8/26/25,2026,2,PRJ-250417-05,ADMIN,AWD-FED-25-00417,52010,D14030,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2508004727,E100074,Jordan Reed,Graduate assistant payroll,1551.43
UNIV1,JR250800419,8/26/25,2026,2,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,521000,Fringe Benefits,PAY,PAY2508004786,E100046,Rowan Bennett,Benefit pool assessment,1223.61
UNIV1,JR250800444,8/26/25,2026,2,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,533100,Software and Cloud Services,AP,VCH2508001959,V200013,Greenline Environmental Testing,Data analysis platform subscription,9592.62
UNIV1,JR250800454,8/26/25,2026,2,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,521000,Fringe Benefits,PAY,PAY2508005198,E100112,Reese Adams,Employer fringe benefit allocation,3337.59
UNIV1,JR250800459,8/26/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,521000,Fringe Benefits,PAY,PAY2508005254,E100061,Alex Lewis,Payroll fringe charge,539.78
UNIV1,JR250800474,8/26/25,2026,2,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D12020,RDSCI,511000,Faculty Salaries,PAY,PAY2508005404,E100071,Cameron Kim,Summer research salary,4203.42
UNIV1,JR250800475,8/26/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,511000,Faculty Salaries,PAY,PAY2508005413,E100013,Emerson Harris,Faculty effort charge,10125.74
UNIV1,JR250800495,8/26/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12020,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2508005656,E100005,Jordan Ellis,Graduate research assistant stipend,860.44
UNIV1,JR250800508,8/26/25,2026,2,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,521000,Fringe Benefits,PAY,PAY2508005803,E100176,Emerson Singh,Employer fringe benefit allocation,951.98
UNIV1,JR250800512,8/26/25,2026,2,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D90015,RDSCI,531200,Computing and Office Supplies,AP,VCH2508002266,V200014,Midwest University Subaward Office,General project supplies,93.44
UNIV1,JR250800539,8/26/25,2026,2,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,531100,Laboratory Supplies,AP,VCH2508002388,V200017,Campus Central Stores,Glassware and sample preparation supplies,7232.8
UNIV1,JR250800549,8/26/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,511000,Faculty Salaries,PAY,PAY2508006258,E100153,Riley Ibrahim,Faculty effort charge,6720.91
UNIV1,JR250800550,8/26/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12020,RDSCI,581100,Participant Support Costs,AP,VCH2508002441,V200012,Academic Conference Network,Participant stipend,107.55
UNIV1,JR250800018,8/27/25,2026,2,PRJ-250417-05,ADMIN,AWD-FED-25-00417,52010,D13040,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2508000197,E100088,Drew Johnson,Graduate research assistant stipend,2272.48
UNIV1,JR250800027,8/27/25,2026,2,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,521000,Fringe Benefits,PAY,PAY2508000296,E100036,Avery Foster,Payroll fringe charge,640.06
UNIV1,JR250800040,8/27/25,2026,2,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,561100,Core Facility Charges,INT,JRN2508000014,V200009,Precision Field Equipment LLC,Microscopy core facility usage,64.72
UNIV1,JR250800048,8/27/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,511000,Faculty Salaries,PAY,PAY2508000551,E100131,Jordan Chen,Faculty effort charge,6113.16
UNIV1,JR250800050,8/27/25,2026,2,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D12020,RDSCI,531100,Laboratory Supplies,AP,VCH2508000217,V200011,Genome Analytics Partners,Reagents and consumable laboratory supplies,1094.81
UNIV1,JR250800056,8/27/25,2026,2,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,531200,Computing and Office Supplies,AP,VCH2508000248,V200010,Data Harbor Cloud Systems,General project supplies,134.8
UNIV1,JR250800065,8/27/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12020,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2508000734,E100039,Emerson Harris,Graduate research assistant stipend,2278.94
UNIV1,JR250800069,8/27/25,2026,2,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2508000774,E100035,Parker Owens,Doctoral research appointment,1804.42
UNIV1,JR250800095,8/27/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,521000,Fringe Benefits,PAY,PAY2508001080,E100135,Avery Owens,Payroll fringe charge,341.37
UNIV1,JR250800101,8/27/25,2026,2,PRJ-250417-01,INDIRECT,AWD-FED-25-00417,52010,D90015,RDSCI,590100,Facilities and Administrative Costs,IDC,IDC2508000069,V200009,Precision Field Equipment LLC,Facilities and administrative cost allocation,510.13
UNIV1,JR250800109,8/27/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12020,RDSCI,552100,Consultant Services,AP,VCH2508000478,V200019,Open Access Journal Services,External statistical consulting,1175.01
UNIV1,JR250800164,8/27/25,2026,2,PRJ-250417-01,INDIRECT,AWD-FED-25-00417,52010,D14030,RDSCI,590100,Facilities and Administrative Costs,IDC,IDC2508000117,V200001,Apex Scientific Supply LLC,F&A cost distribution,805.66
UNIV1,JR250800208,8/27/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12020,RDSCI,512000,Research Staff Salaries,PAY,PAY2508002351,E100120,Drew Martinez,Research scientist payroll,5997.39
UNIV1,JR250800214,8/27/25,2026,2,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D12020,RDSCI,521000,Fringe Benefits,PAY,PAY2508002425,E100029,Avery Owens,Benefit pool assessment,1443.32
UNIV1,JR250800219,8/27/25,2026,2,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D12020,RDSCI,511000,Faculty Salaries,PAY,PAY2508002486,E100121,Alex Turner,Faculty salary allocation,6057.36
UNIV1,JR250800248,8/27/25,2026,2,PRJ-250417-04,CORE,AWD-FED-25-00417,52010,D90015,RDSCI,513000,Graduate Assistant Salaries,PAY,PAY2508002819,E100072,Morgan Turner,Graduate research assistant stipend,2367.21
UNIV1,JR250800250,8/27/25,2026,2,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,511000,Faculty Salaries,PAY,PAY2508002836,E100075,Avery Foster,Faculty effort charge,10057.44
UNIV1,JR250800254,8/27/25,2026,2,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D12020,RDSCI,581100,Participant Support Costs,AP,VCH2508001137,V200012,Academic Conference Network,Participant stipend,391.66
UNIV1,JR250800280,8/27/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D12010,RDSCI,512000,Research Staff Salaries,PAY,PAY2508003189,E100082,Casey Patel,Laboratory technician payroll,2541.57
UNIV1,JR250800290,8/27/25,2026,2,PRJ-250417-02,INDIRECT,AWD-FED-25-00417,52010,D12010,RDSCI,590100,Facilities and Administrative Costs,IDC,IDC2508000218,V200007,National Research Travel Services,Facilities and administrative cost allocation,200.41
UNIV1,JR250800294,8/27/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,512000,Research Staff Salaries,PAY,PAY2508003340,E100027,Casey Foster,Laboratory technician payroll,4767.01
UNIV1,JR250800302,8/27/25,2026,2,PRJ-250417-05,ADMIN,AWD-FED-25-00417,52010,D14030,RDSCI,512000,Research Staff Salaries,PAY,PAY2508003440,E100001,Casey Turner,Research scientist payroll,4760.41
UNIV1,JR250800326,8/27/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D90015,RDSCI,511000,Faculty Salaries,PAY,PAY2508003710,E100058,Taylor Owens,Faculty salary allocation,2901.18
UNIV1,JR250800331,8/27/25,2026,2,PRJ-250417-02,RESEARCH,AWD-FED-25-00417,52010,D13040,RDSCI,531100,Laboratory Supplies,AP,VCH2508001477,V200003,Delta Research Instruments LLC,Reagents and consumable laboratory supplies,2062.22
UNIV1,JR250800339,8/27/25,2026,2,PRJ-250417-01,RESEARCH,AWD-FED-25-00417,52010,D14030,RDSCI,511000,Faculty Salaries,PAY,PAY2508003857,E100057,Hayden Nguyen,Faculty effort charge,6606.58
UNIV1,JR250800348,8/27/25,2026,2,PRJ-250417-03,RESEARCH,AWD-FED-25-00417,52010,D12020,RDSCI,561100,Core Facility Charges,INT,JRN2508000188,V200003,Delta Research Instruments LLC,Genomics core service charge,174.56
